,alert
3248,0.9866694
3249,0.9990622
3250,0.9013679
3251,0.9974666
3252,0.99595785
3253,0.99455416
3254,0.98974097
3255,0.9751173
3256,0.9806561
3257,0.99031246
3258,0.97829646
3259,0.99610186
3260,0.98892033
3261,0.98612547
3262,0.99355346
3263,0.9982797
3264,0.9915536
3265,0.99402654
3266,0.9945592
3267,0.99447
3268,0.99291843
3269,0.9961879
3270,0.9817755
3271,0.9970644
3272,0.99468666
3273,0.99628514
3274,0.9972742
3275,0.994537
3276,0.95344365
3277,0.99571043
3278,0.99295235
3279,0.99626917
3280,0.9948229
3281,0.99405307
3282,0.9932787
3283,0.9866555
3284,0.9943591
3285,0.9949741
3286,1.0
3287,0.9981912
3288,0.9892031
3289,0.98506624
3290,0.9161713
3291,0.99094576
3292,0.9886072
3293,0.97567356
3294,0.9975128
3295,0.9994726
3296,0.99704754
3297,0.9947319
3298,0.99667215
3299,0.9903946
3300,0.9974812
3301,0.98842055
3302,0.9845158
3303,0.99031013
3304,0.99247247
3305,0.99138796
3306,0.99919134
3307,0.9899052
3308,0.9921471
3309,0.996489
3310,0.95527375
3311,0.9984343
3312,0.996234
3313,0.994733
3314,0.99115723
3315,0.99468863
3316,0.9978124
3317,0.99231213
3318,0.99079037
3319,0.99883735
3320,0.9942482
3321,0.9788968
3322,0.9880385
3323,0.99484575
3324,0.99686027
3325,0.99359894
3326,0.9947702
3327,0.99493355
3328,0.9921696
3329,0.99382997
3330,0.99597484
3331,0.9863201
3332,0.9955258
3333,0.9965379
3334,0.9755196
3335,0.9789271
3336,0.98455226
3337,0.9927808
3338,0.97974795
3339,0.9959772
3340,0.96515447
3341,0.9594218
3342,0.9974711
3343,0.98914003
3344,0.99762887
3345,0.99488765
3346,0.9935572
3347,0.99147993
3348,0.99970686
3349,0.9990505
3350,0.99462205
3351,0.99572533
3352,0.9966034
3353,0.9839877
3354,0.99862194
3355,0.999019
3356,0.99054897
3357,0.98007214
3358,0.7745027
3359,0.9910003
3360,0.98775
3361,0.99446404
3362,0.99449426
3363,0.9913525
3364,0.9877058
3365,0.996629
3366,0.9894461
3367,0.9969166
3368,0.9600687
3369,0.99720764
3370,0.9994367
3371,0.98855776
3372,0.9825717
3373,0.988066
3374,0.9923184
3375,0.98847175
3376,0.9980742
3377,0.9940971
3378,0.97311187
3379,0.99309516
3380,0.9924099
3381,0.99698764
3382,0.9845473
3383,0.99388313
3384,0.99035156
3385,0.98710287
3386,0.995369
3387,0.98097515
3388,0.9923426
3389,0.9974904
3390,0.9952421
3391,0.99751276
3392,0.9852944
3393,0.996985
3394,0.9923501
3395,0.99938685
3396,0.97337884
3397,0.98767453
3398,0.9977212
3399,0.9900126
3400,0.9979503
3401,0.99538517
3402,0.9963774
3403,0.9947186
3404,0.9958411
3405,0.990226
3406,0.9957792
3407,0.9969324
3408,0.9962954
3409,0.9998992
3410,0.98775095
3411,0.9945664
3412,0.99710596
3413,0.9650605
3414,0.99973166
3415,0.9777569
3416,0.99111974
3417,0.9817142
3418,0.99790454
3419,0.9923092
3420,0.97594887
3421,0.9903233
3422,0.9740434
3423,0.98209995
3424,0.982974
3425,0.98767227
3426,0.9968246
3427,0.9914406
3428,0.98404956
3429,0.995113
3430,0.9956785
3431,0.99999696
3432,0.988257
3433,0.94200987
3434,0.99351233
3435,0.99590933
3436,0.9945539
3437,0.9998681
3438,0.9089847
3439,0.9967959
3440,0.99175614
3441,0.99301714
3442,0.9958341
3443,0.9964095
3444,0.99435735
3445,0.9977091
3446,0.9966798
3447,0.9981678
3448,0.99335504
3449,0.9979418
3450,0.93670803
3451,0.9859406
3452,0.990178
3453,0.9945526
3454,0.9896576
3455,0.9988657
3456,0.9883492
3457,0.9751609
3458,0.99867964
3459,0.997793
3460,0.994299
3461,0.99644834
3462,0.9956826
3463,0.99364775
3464,0.9983852
3465,0.9875711
3466,0.9802664
3467,0.9939272
3468,0.9966937
3469,0.9992769
3470,0.99430954
3471,0.9836142
3472,0.9973086
3473,0.99351627
3474,0.9974354
3475,0.9879092
3476,0.9932862
3477,0.9894125
3478,0.99693733
3479,0.9653235
3480,0.9896401
3481,0.92948186
3482,0.9959667
3483,0.99682
3484,0.97469723
3485,0.99506277
3486,0.9858293
3487,0.9905322
3488,0.9909198
3489,0.98808396
3490,0.9949932
3491,0.98677796
3492,0.9988971
3493,0.99970543
3494,0.99430573
3495,0.97076327
3496,0.9930398
3497,0.99672145
3498,0.99492234
3499,0.9960044
3500,0.9961638
3501,0.9978525
3502,0.9986109
3503,0.9993864
3504,0.9675674
3505,0.99725497
3506,0.99131775
3507,0.98074925
3508,0.9949621
3509,0.99008167
3510,0.99714
3511,0.9997245
3512,0.9934358
3513,0.99600804
3514,0.9958222
3515,0.9975141
3516,0.9895075
3517,0.9946816
3518,0.99414396
3519,0.96016484
3520,0.9838206
3521,0.99565816
3522,0.9999898
3523,0.9856412
3524,0.9924299
3525,0.9977812
3526,0.9977241
3527,0.9904906
3528,0.99519974
3529,0.97713715
3530,0.9976568
3531,0.9928302
3532,0.9877785
3533,0.992996
3534,0.99089867
3535,0.9915219
3536,0.99304366
3537,0.987251
3538,0.9971819
3539,0.9934308
3540,0.99817586
3541,0.99533063
3542,0.996184
3543,0.9993486
3544,0.9901702
3545,0.95990324
3546,0.9892141
3547,0.99573517
3548,0.99560255
3549,0.9774043
3550,0.9935798
3551,0.99659544
3552,0.9939547
3553,0.9952131
3554,0.99938804
3555,0.9964481
3556,0.9902299
3557,0.97873324
3558,0.9925567
3559,0.9916748
3560,0.994777
3561,0.9966216
3562,0.99328214
3563,0.9985365
3564,0.998921
3565,0.99251354
3566,0.99669176
3567,0.99523795
3568,0.99770606
3569,0.9474798
3570,0.9952094
3571,0.98875153
3572,0.9949484
3573,0.9962882
3574,0.9314223
3575,0.99301964
3576,0.9929593
3577,0.99863154
3578,0.99088293
3579,0.97558093
3580,0.9994656
3581,0.99332905
3582,0.9830589
3583,0.96308607
3584,0.99701726
3585,0.9886429
3586,0.9915669
3587,0.9836866
3588,0.9926881
3589,0.997236
3590,0.9992731
3591,0.9876661
3592,0.9871197
3593,0.9913091
3594,0.99778175
3595,0.99619293
3596,0.94672287
3597,0.99519247
3598,0.99884355
3599,0.9957147
3600,0.86596394
3601,0.99908566
3602,0.99827737
3603,0.9924772
3604,0.93752056
3605,0.996888
3606,0.987775
3607,0.99940145
3608,0.9915135
3609,0.99927413
3610,0.99719465
3611,0.98347926
3612,0.99934065
3613,0.9963063
3614,0.99628335
3615,0.9959124
3616,0.9967899
3617,0.99381727
3618,0.7829232
3619,0.991228
3620,0.9995832
3621,0.9797033
3622,0.99164736
3623,0.9860799
3624,0.99732745
3625,0.9953681
3626,0.9977349
3627,0.95426315
3628,0.9833318
3629,0.99442744
3630,0.9968557
3631,0.99580073
3632,0.9923339
3633,0.99175125
3634,0.99402124
3635,0.9886165
3636,0.9976103
3637,0.9954933
3638,0.9955901
3639,0.9901608
3640,0.9933021
3641,0.9945735
3642,0.90674794
3643,0.993654
3644,0.9974278
3645,0.9954692
3646,0.99744034
3647,0.997929
3648,0.9870849
3649,0.97573894
3650,0.99817216
3651,0.9954774
3652,0.9854522
3653,0.98613626
3654,0.9977209
3655,0.9903895
3656,0.9823871
3657,0.9908157
3658,0.99592865
3659,0.9987982
3660,0.9966707
3661,0.99579674
3662,0.98644996
3663,0.98242104
3664,0.9451406
3665,0.99619025
3666,0.99491507
3667,0.9388653
3668,0.9995032
3669,0.99686
3670,0.99505085
3671,0.99397063
3672,0.99957365
3673,0.97624797
3674,0.9961231
3675,0.96159387
3676,0.99286973
3677,0.9874899
3678,0.98438126
3679,0.99439496
3680,0.9871068
3681,0.995937
3682,0.9972934
3683,0.985122
3684,0.9939554
3685,0.9925658
3686,0.9968247
3687,0.9986889
3688,0.988998
3689,0.9937823
3690,0.9824475
3691,0.9963151
3692,0.9895312
3693,0.995807
3694,0.9884661
3695,0.9206646
3696,0.999235
3697,0.99953383
3698,0.99792534
3699,0.99211204
3700,0.99361414
3701,0.9960124
3702,0.9951764
3703,0.99940336
3704,0.9940376
3705,0.9917497
3706,0.99037874
3707,0.9957339
3708,0.99829376
3709,0.99294937
3710,0.991685
3711,0.995627
3712,0.99960303
3713,0.98657024
3714,0.9953503
3715,0.98949015
3716,0.98889995
3717,0.99344754
3718,0.80358046
3719,0.99948776
3720,0.9907159
3721,0.9986662
3722,0.99612653
3723,0.9875863
3724,0.9966669
3725,0.99947846
3726,0.9995679
3727,0.9999995
3728,0.99589705
3729,0.9933541
3730,0.9934202
3731,0.9963525
3732,0.9909732
3733,0.99927366
3734,0.982423
3735,0.98757726
3736,0.99445623
3737,0.97688794
3738,0.9913774
3739,0.99657583
3740,0.9965069
3741,0.9889112
3742,0.99932694
3743,0.9860878
3744,0.98369277
3745,0.9858965
3746,0.99799
3747,0.99958897
3748,0.9929717
3749,0.996147
3750,0.99889576
3751,0.99302155
3752,0.9907114
3753,0.98941994
3754,0.9922479
3755,0.99342614
3756,0.98554903
3757,0.97619164
3758,0.9959932
3759,0.99209106
3760,0.91806185
3761,0.9964703
3762,0.99484426
3763,0.9961815
3764,0.9969904
3765,0.9937236
3766,0.9977822
3767,0.99206215
3768,0.99453217
3769,0.96989506
3770,0.9825712
3771,0.9757032
3772,0.96921355
3773,0.99636793
3774,0.9933151
3775,0.99017125
3776,0.992258
3777,0.98837346
3778,0.99753344
3779,0.9795691
3780,0.9772534
3781,0.9945405
3782,0.9871874
3783,0.99694
3784,0.99375635
3785,0.9906099
3786,0.9877729
3787,0.9956208
3788,0.9960668
3789,0.9965699
3790,0.98936516
3791,0.97369015
3792,0.9944134
3793,0.98166233
3794,0.99551827
3795,0.9800859
3796,0.9879088
3797,0.95766616
3798,0.993179
3799,0.9647142
3800,0.99677354
3801,0.98302066
3802,0.9748574
3803,0.9251374
3804,0.98239344
3805,0.98639184
3806,0.99541765
3807,0.9962435
3808,0.9820949
3809,0.99747705
3810,0.9865604
3811,0.996781
3812,0.9942171
3813,0.9943132
3814,0.9912431
3815,0.9935578
3816,0.9321563
3817,0.99440354
3818,0.9896222
3819,0.97703856
3820,0.98980856
3821,0.95895684
3822,0.9901926
3823,0.8915027
3824,0.9936438
3825,0.99647737
3826,0.9913604
3827,0.9769138
3828,0.98575044
3829,0.98041254
3830,0.9966252
3831,0.9968798
3832,0.99710196
3833,0.96312404
3834,0.9929974
3835,0.9932388
3836,0.9971008
3837,0.99285835
3838,0.9612936
3839,0.99044317
3840,0.99591947
3841,0.9874374
3842,0.9959071
3843,0.9615698
3844,0.997175
3845,0.98949194
3846,0.9909293
3847,0.99332833
3848,0.99031824
3849,0.9995317
3850,0.9943679
3851,0.9938637
3852,0.9969988
3853,0.996194
3854,0.99476206
3855,0.99193066
3856,0.9986908
3857,0.9942654
3858,0.9988531
3859,0.9948404
3860,0.97295773
3861,0.9910628
3862,0.99729514
3863,0.998311
3864,0.9931185
3865,0.9865166
3866,0.99927837
3867,0.9878334
3868,0.8535509
3869,0.9628883
3870,0.98081845
3871,0.99837285
3872,0.99386144
3873,0.9831748
3874,0.9992449
3875,0.98817205
3876,0.99703676
3877,0.9944813
3878,0.9969142
3879,0.9947759
3880,0.9980983
3881,0.9986953
3882,0.99703497
3883,0.9964405
3884,0.9955762
3885,0.99671376
3886,0.9203491
3887,0.9928527
3888,0.99399614
3889,0.99251604
3890,0.99386305
3891,0.96538395
3892,0.98692155
3893,0.9939595
3894,0.9895401
3895,0.99534255
3896,0.969365
3897,0.9994254
3898,0.9692434
3899,0.9894638
3900,0.9928805
3901,0.9926419
3902,0.9799506
3903,0.9697689
3904,0.99392045
3905,0.9974869
3906,0.99688673
3907,0.9934381
3908,0.9949228
3909,0.9974206
3910,0.99581385
3911,0.99511194
3912,0.9996248
3913,0.99879307
3914,0.99435854
3915,0.9950067
3916,0.99356806
3917,0.9933988
3918,0.9925351
3919,0.9969581
3920,0.99211276
3921,0.991369
3922,0.9060867
3923,0.997261
3924,0.97933805
3925,0.998744
3926,0.9923682
3927,0.9980907
3928,0.99818534
3929,0.9970344
3930,0.9925498
3931,0.99555355
3932,0.9448495
3933,0.99755865
3934,0.9885107
3935,0.9951596
3936,0.99095273
3937,0.9932673
3938,0.9954873
3939,0.9211496
3940,0.9989937
3941,0.9964659
3942,0.9964625
3943,0.9903395
3944,0.9920609
3945,0.99977136
3946,0.99637747
3947,0.98699534
3948,0.9887024
3949,0.9790818
3950,0.99274075
3951,0.99663895
3952,0.98392785
3953,0.9904029
3954,0.9960704
3955,0.99047107
3956,0.952244
3957,0.9780819
3958,0.9999982
3959,0.99640286
3960,0.98185486
3961,0.9971683
3962,0.9841165
3963,0.9858775
3964,0.99662733
3965,0.9490647
3966,0.981449
3967,0.99549997
3968,0.98488224
3969,0.9989802
3970,0.99290615
3971,0.9789081
3972,0.96230066
3973,0.9915201
3974,0.9939411
3975,0.9952485
3976,0.9941275
3977,0.99634534
3978,0.99400973
3979,0.986492
3980,0.9955087
3981,0.9896664
3982,0.9954506
3983,0.8602539
3984,0.9878352
3985,0.98455685
3986,0.9834375
3987,0.99231076
3988,0.9964889
3989,0.9604733
3990,0.9985471
3991,0.99423844
3992,0.994296
3993,0.9962467
3994,0.98392093
3995,0.9927691
3996,0.98441494
3997,0.9978992
3998,0.93265307
3999,0.99309343
4000,0.99684757
4001,0.99270904
4002,0.9916542
4003,0.9887171
4004,0.9839592
4005,0.9965217
4006,0.99323624
4007,0.9979307
4008,0.97700495
4009,0.9891512
4010,0.9944519
4011,0.9990669
4012,0.9982505
4013,0.9965675
4014,0.9996033
4015,0.9927084
4016,0.9945438
4017,0.996423
4018,0.99415696
4019,0.99659854
4020,0.9550803
4021,0.99757314
4022,0.992799
4023,0.99631995
4024,0.9918688
4025,0.98620915
4026,0.99348253
4027,0.9979267
4028,0.99949574
4029,0.921438
4030,0.9970654
4031,0.9983481
4032,0.99736077
4033,0.9948937
4034,0.9932087
4035,0.99809027
4036,0.9874034
4037,0.9956982
4038,0.9945718
4039,0.986851
4040,0.9891622
4041,0.9918619
4042,0.9982583
4043,0.9660892
4044,0.98947847
4045,0.9980288
4046,0.9906585
4047,0.9736322
4048,0.9973038
4049,0.99164367
4050,0.9882564
4051,0.9958817
4052,0.9977778
4053,0.9973645
4054,0.99101657
4055,0.9936808
4056,0.9969663
4057,0.9963116
4058,0.9946527
4059,0.9936205
4060,0.99628335
4061,0.99574196
4062,0.9937882
4063,0.9478392
4064,0.9731354
4065,0.99899745
4066,0.99664366
4067,0.99372
4068,0.9895235
4069,0.9756319
4070,0.99367684
4071,0.9923048
4072,0.9579603
4073,0.99066716
4074,0.9906793
4075,0.9923011
4076,0.9976247
4077,0.99546576
4078,0.9927497
4079,0.9949882
4080,0.9926545
4081,0.99533474
4082,0.994111
4083,0.99015886
4084,0.9933661
4085,0.99338824
4086,0.9970696
4087,0.9998354
4088,0.9882818
4089,0.99781984
4090,0.99642473
4091,0.99632806
4092,0.9928676
4093,0.9847301
4094,0.99927783
4095,0.9520223
4096,0.99170136
4097,0.9898532
4098,0.9934261
4099,0.99178773
4100,0.9993311
4101,0.9888829
4102,0.99681264
4103,0.9953017
4104,0.99439126
4105,0.98350513
4106,0.985371
4107,0.9797745
4108,0.9671758
4109,0.99319774
4110,0.997148
4111,0.8418726
4112,0.9958906
4113,0.9973936
4114,0.9982588
4115,0.9869764
4116,0.93588597
4117,0.99861616
4118,0.9817467
4119,0.99531275
4120,0.9957276
4121,0.98133564
4122,0.98194915
4123,0.99032646
4124,0.9830905
4125,0.9917484
4126,0.994218
4127,0.9763982
4128,0.99245846
4129,0.9737762
4130,0.996923
4131,0.9902408
4132,0.9214622
4133,0.98871225
4134,0.9690342
4135,0.9979436
4136,0.99288607
4137,0.9926657
4138,0.99547225
4139,0.99029225
4140,0.997348
4141,0.99266976
4142,0.99524015
4143,0.9951939
4144,0.9931627
4145,0.9937563
4146,0.9991208
4147,0.99639803
4148,0.9946963
4149,0.9894043
4150,0.7460077
4151,0.9968173
4152,0.9763772
4153,0.99804586
4154,0.99804586
4155,0.98396224
4156,0.9942916
4157,0.9801872
4158,0.99424505
4159,0.99394006
4160,0.99493605
4161,0.99552643
4162,0.99638426
4163,0.9758444
4164,0.9891348
4165,0.84825414
4166,0.9849099
4167,0.99347603
4168,0.99733835
4169,0.989073
4170,0.9942
4171,0.9925847
4172,0.99847966
4173,0.99104077
4174,0.9934132
4175,0.99893266
4176,0.9809976
4177,0.98975015
4178,0.99788356
4179,0.99644846
4180,0.99509937
4181,0.93998533
4182,0.9974167
4183,0.99523705
4184,0.9815914
4185,0.99515873
4186,0.99278355
4187,0.9768983
4188,0.9932729
4189,0.9983274
4190,0.9962365
4191,0.9955649
4192,0.99256444
4193,0.9975182
4194,0.9965688
4195,0.9953411
4196,0.99666154
4197,0.9931927
4198,0.96964425
4199,0.95853317
4200,0.99617934
4201,0.88095623
4202,0.99786097
4203,0.9972015
4204,0.9653288
4205,0.9941458
4206,0.98841906
4207,0.995531
4208,0.99532413
4209,0.99693584
4210,0.9875736
4211,0.99710643
4212,0.9979181
4213,0.9798367
4214,0.9922135
4215,0.9944102
4216,0.9942541
4217,0.9970563
4218,0.9859107
4219,0.9944939
4220,0.9969778
4221,0.9869099
4222,0.99395746
4223,0.9944141
4224,0.99517274
4225,0.93651575
4226,0.97290015
4227,0.9941112
4228,0.99703085
4229,0.99169797
4230,0.9955199
4231,0.99644166
4232,0.9994798
4233,0.998737
4234,0.9948007
4235,0.9935343
4236,0.997658
4237,0.99619544
4238,0.9655067
4239,0.99321336
4240,0.98903185
4241,0.9906442
4242,0.9980142
4243,0.9971156
4244,0.99408686
4245,0.99330294
4246,0.99205035
4247,0.97755367
4248,0.99759996
4249,0.99551463
4250,0.9977728
4251,0.9924908
4252,0.9905048
4253,0.9898613
4254,0.9948768
4255,0.99718976
4256,0.9948602
4257,0.9911678
4258,0.9910259
4259,0.97336495
4260,0.98288476
4261,0.9930135
4262,0.9931467
4263,0.9959604
4264,0.9915419
4265,0.94156754
4266,0.9963872
4267,0.989873
4268,0.9913662
4269,0.9808153
4270,0.99280006
4271,0.99784213
4272,0.99345523
4273,0.99636
4274,0.9940761
4275,0.96274585
4276,0.988225
4277,0.9921915
4278,0.995818
4279,0.99462503
4280,0.9332111
4281,0.9966887
4282,0.99207795
4283,0.9931086
4284,0.9941197
4285,0.991183
4286,0.9732163
4287,0.9971268
4288,0.9957465
4289,0.9863179
4290,0.9863179
4291,0.9863179
4292,0.9863179
4293,0.9863179
4294,0.9863179
4295,0.9863179
4296,0.9863179
4297,0.9863179
4298,0.9985475
4299,0.99687845
4300,0.9961018
4301,0.9966568
4302,0.99246085
4303,0.99722666
4304,0.94938004
4305,0.9936483
4306,0.98302805
4307,0.9954012
4308,0.99916136
4309,0.9883485
4310,0.997986
4311,0.993981
4312,0.99371016
4313,0.999198
4314,0.9985246
4315,0.99141335
4316,0.9297681
4317,0.99215037
4318,0.99447185
4319,0.99577934
4320,0.99036676
4321,0.99148
4322,0.99393666
4323,0.99624
4324,0.99522376
4325,0.99661356
4326,0.98306245
4327,0.99287975
4328,0.97848004
4329,0.9973089
4330,0.9964479
4331,0.9618106
4332,0.9825608
4333,0.9945759
4334,0.9620299
4335,0.967868
4336,0.99136376
4337,0.9931976
4338,0.98496646
4339,0.9940364
4340,0.99007416
4341,0.99503773
4342,0.9680606
4343,0.9958185
4344,0.99885345
4345,0.9713587
4346,0.9947717
4347,0.9900001
4348,0.9941273
4349,0.9935481
4350,0.991309
4351,0.99710125
4352,0.9979512
4353,0.993502
4354,0.98990875
4355,0.9945877
4356,0.99074435
4357,0.99438256
4358,0.9926181
4359,0.99383295
4360,0.98781544
4361,0.9868764
4362,0.9967899
4363,0.9669642
4364,0.992096
4365,0.9984011
4366,0.9965592
4367,0.95870876
4368,0.98904026
4369,0.98708165
4370,0.991037
4371,0.9967574
4372,0.98898846
4373,0.9967175
4374,0.99371094
4375,0.98957527
4376,0.91269857
4377,0.99909776
4378,0.9993913
4379,0.99602306
4380,0.994019
4381,0.9978354
4382,0.93925506
4383,0.9815457
4384,0.95224935
4385,0.9860666
4386,0.99620026
4387,0.99123085
4388,0.9983538
4389,0.99724627
4390,0.99384505
4391,0.98776764
4392,0.9931629
4393,0.99474394
4394,0.99871135
4395,0.99127996
4396,0.9939514
4397,0.99954796
4398,0.9915874
4399,0.99445415
4400,0.99520147
4401,0.98101276
4402,0.9966604
4403,0.98651487
4404,0.9988817
4405,0.9967578
4406,0.99409056
4407,0.9929575
4408,0.9758355
4409,0.99227905
4410,0.9794889
4411,0.99429846
4412,0.9963604
4413,0.995803
4414,0.9905838
4415,0.9932237
4416,0.9965728
4417,0.9973936
4418,0.99053574
4419,0.99938613
4420,0.9942337
4421,0.98427093
4422,0.99187624
4423,0.9896626
4424,0.99502146
4425,0.9980999
4426,0.9827023
4427,0.99525595
4428,0.99932224
4429,0.9760814
4430,0.9967812
4431,0.9962517
4432,0.95598334
4433,0.9913103
4434,0.9954422
4435,0.97712475
4436,0.9832962
4437,0.9998076
4438,0.9675114
4439,0.94128597
4440,0.9986988
4441,0.99580383
4442,0.9942357
4443,0.99425894
4444,0.98932344
4445,0.9887203
4446,0.9992847
4447,0.9981969
4448,0.99663097
4449,0.9968795
4450,0.9956833
4451,0.9962776
4452,0.999649
4453,0.9942911
4454,0.9883234
4455,0.9977426
4456,0.9808647
4457,0.99446476
4458,0.9935931
4459,0.9958441
4460,0.9970763
4461,0.9664433
4462,0.9937235
4463,0.98969054
4464,0.98028785
4465,0.9905499
4466,0.99454784
4467,0.9997003
4468,0.99223113
4469,0.99410474
4470,0.96549284
4471,0.99023974
4472,0.98054886
4473,0.9917948
4474,0.99582416
4475,0.9758596
4476,0.990668
4477,0.9879817
4478,0.9971021
4479,0.99215764
4480,0.9958699
4481,0.96992457
4482,0.9521709
4483,0.9913284
4484,0.9915614
4485,0.9900806
4486,0.99407643
4487,0.9843642
4488,0.99853
4489,0.9937913
4490,0.98375314
4491,0.99308443
4492,0.98469394
4493,0.9757209
4494,0.9960612
4495,0.9948686
4496,0.99230313
4497,0.9932233
4498,0.9974346
4499,0.99641883
4500,0.99660474
4501,0.9984178
4502,0.9962308
4503,0.9929636
4504,0.9978277
4505,0.9962878
4506,0.99445534
4507,0.99797213
4508,0.9974062
4509,0.9967755
4510,0.9902889
4511,0.9987783
4512,0.9864082
4513,0.9959951
4514,0.99631244
4515,0.99700475
4516,0.9932986
4517,0.9655438
4518,0.9988544
4519,0.9995031
4520,0.9975719
4521,0.9961272
4522,0.9952123
4523,0.9801965
4524,0.99151105
4525,0.9983562
4526,0.97993064
4527,0.9971258
4528,0.99154055
4529,0.9955139
4530,0.9974554
4531,0.9719516
4532,0.99836487
4533,0.9891067
4534,0.9913309
4535,0.9971324
4536,0.9882493
4537,0.9947623
4538,0.9966694
4539,0.99428356
4540,0.98595005
4541,0.9912346
4542,0.997331
4543,0.99352807
4544,0.9966902
4545,0.9991356
4546,0.9890471
4547,0.9893477
4548,0.99948806
4549,0.9922311
4550,0.9968397
4551,0.9806825
4552,0.9946894
4553,0.9953038
4554,0.97774756
4555,0.9697779
4556,0.99637145
4557,0.99691033
4558,0.99056816
4559,0.9892402
4560,0.9931317
4561,0.99930567
4562,0.9932422
4563,0.9974058
4564,0.99421424
4565,0.9712178
4566,0.99316126
4567,0.9951818
4568,0.9871454
4569,0.99428725
4570,0.973238
4571,0.9941351
4572,0.98882455
4573,0.9886247
4574,0.9964846
4575,0.98177
4576,0.9999988
4577,0.9988956
4578,0.99709284
4579,0.99680233
4580,0.9996643
4581,0.99862623
4582,0.9057051
4583,0.9967616
4584,0.9937714
4585,0.99464434
4586,0.97711504
4587,0.9941189
4588,0.970696
4589,0.9948881
4590,0.98550653
4591,0.99272335
4592,0.99368113
4593,0.98549986
4594,0.99065226
4595,0.99696314
4596,0.99407196
4597,0.9836959
4598,0.9839446
4599,0.9872298
4600,0.98380953
4601,0.9941371
4602,0.9959699
4603,0.99331784
4604,0.99345607
4605,0.99198073
4606,0.99548733
4607,0.99361855
4608,0.990369
4609,0.90189725
4610,0.9956195
4611,0.9598509
4612,0.9909769
4613,0.98926574
4614,0.9966926
4615,0.9634219
4616,0.99945635
4617,0.99410486
4618,0.9963579
4619,0.9907483
4620,0.9963273
4621,0.9886779
4622,0.9990015
4623,0.99500716
4624,0.9899791
4625,0.9943406
4626,0.9457099
4627,0.9939951
4628,0.7694387
4629,0.9946662
4630,0.99321055
4631,0.9962275
4632,0.99246716
4633,0.9931691
4634,0.9965503
4635,0.9932824
4636,0.98019695
4637,0.98911184
4638,0.97802347
4639,0.9959653
4640,0.9965576
4641,0.99744177
4642,0.97033435
4643,0.921943
4644,0.9957897
4645,0.98858297
4646,0.9962667
4647,0.9944079
4648,0.9582531
4649,0.9966916
4650,0.9438315
4651,0.99654204
4652,0.9697985
4653,0.99464107
4654,0.9977404
4655,0.9976992
4656,0.99928075
4657,0.99718744
4658,0.9827624
4659,0.99435925
4660,0.98836523
4661,0.99515873
4662,0.98844874
4663,0.9894878
4664,0.9924243
4665,0.9541267
4666,0.9962455
4667,0.9931095
4668,0.99852455
4669,0.9957721
4670,0.9883231
4671,0.9801188
4672,0.9837596
4673,0.9905952
4674,0.9987869
4675,0.9833752
4676,0.995269
4677,0.9979904
4678,0.99408436
4679,0.99920917
4680,0.99652857
4681,0.9679556
4682,0.9942128
4683,0.9966003
4684,0.993185
4685,0.9789591
4686,0.9846492
4687,0.9957843
4688,0.99590456
4689,0.997934
4690,0.9783411
4691,0.99350864
4692,0.97789186
4693,0.80243075
4694,0.99776953
4695,0.9983417
4696,0.99264824
4697,0.97843945
4698,0.9861629
4699,0.9763045
4700,0.99812084
4701,0.99470115
4702,0.9942963
4703,0.99692
4704,0.9909704
4705,0.970286
4706,0.991836
4707,0.9423583
4708,0.9900556
4709,0.99484044
4710,0.9759791
4711,0.99536437
4712,0.9984425
4713,0.9993544
4714,0.99006474
4715,0.9639435
4716,0.9979629
4717,0.8039655
4718,0.9970553
4719,0.9839781
4720,0.99126124
4721,0.99206847
4722,0.99931705
4723,0.98384935
4724,0.9834062
4725,0.99717844
4726,0.98668563
4727,0.9990687
4728,0.9980698
4729,0.99522626
4730,0.99485886
4731,0.9930966
4732,0.9929593
4733,0.9995985
4734,0.9946773
4735,0.9723319
4736,0.9870225
4737,0.9973492
4738,0.98637056
4739,0.9751565
4740,0.98947597
4741,0.9981868
4742,0.9921321
4743,0.9944544
4744,0.99678266
4745,0.99952465
4746,0.99748707
4747,0.9951079
4748,0.9929775
4749,0.9930106
4750,0.9987805
4751,0.99343073
4752,0.9895069
4753,0.9935197
4754,0.9839626
4755,0.991786
4756,0.9991092
4757,0.99374825
4758,0.991939
4759,0.9891261
4760,0.98484284
4761,0.99672145
4762,0.9979575
4763,0.99510103
4764,0.9968797
4765,0.99018687
4766,0.9971154
4767,0.99096644
4768,0.99572843
4769,0.99646336
4770,0.9961019
4771,0.99041694
4772,0.9673629
4773,0.9951702
4774,0.99386024
4775,0.99980617
4776,0.99539983
4777,0.99243236
4778,0.982821
4779,0.9896777
4780,0.98659563
4781,0.9867023
4782,0.992521
4783,0.9823178
4784,0.99471605
4785,0.9417442
4786,0.9971163
4787,0.9893707
4788,0.9819305
4789,0.99086285
4790,0.99598294
4791,0.98641616
4792,0.98289984
4793,0.99351066
4794,0.9972184
4795,0.99133164
4796,0.9989318
4797,0.9918523
4798,0.99749976
4799,0.9937269
4800,0.9870749
4801,0.9972348
4802,0.9976556
4803,0.9949441
4804,0.8974432
4805,0.9990755
4806,0.9902295
4807,0.9967098
4808,0.99698526
4809,0.99679214
4810,0.99687004
4811,0.9890277
4812,0.9999948
4813,0.9989609
4814,0.99506575
