격자 id 번호,좌측 격자 위치  ,상단 격자 위치,우측 격자 위치,하단 격자 위치,일평균 유동인구,일평균 남성 유동인구,일평균 여성 유동인구,0세_20세 미만 일평균 유동인구,20세_40세 미만 일평균 유동인구,40세_65세 미만 일평균 유동인구,65세 이상 일평균 유동인구,데이터기준일자
1051,305777,519468,305877,519368,256.8901639,118.7204713,138.1696926,28.59407787,64.27556011,129.8584631,34.16206284,2021-11-30
1052,305777,519368,305877,519268,39.78911744,19.19965783,20.58945961,3.394319434,10.38840385,20.3466168,5.659777356,2021-11-30
1053,305777,519268,305877,519168,6.346,3.164928571,3.181071429,0.558071429,1.660214286,3.1815,0.946214286,2021-11-30
1054,305777,519168,305877,519068,25.51654082,12.38771266,13.12882816,2.281782151,6.673053611,12.77550922,3.786195838,2021-11-30
1055,305777,519068,305877,518968,16.71278156,8.181897055,8.530884507,1.394185915,4.303430473,8.636259155,2.378906018,2021-11-30
1056,305777,518968,305877,518868,8.568428571,4.235571429,4.332857143,0.660714286,2.149714286,4.585214286,1.172785714,2021-11-30
1057,305777,518868,305877,518768,21.4060783,10.82930151,10.57677679,1.633692995,5.559039149,11.28587569,2.927470466,2021-11-30
1058,305777,518768,305877,518668,6.746895455,3.461459091,3.285436364,0.397909091,1.890654545,3.700890909,0.757440909,2021-11-30
1059,305777,518668,305877,518568,2.03,0.98,1.05,0.13,0.71,0.98,0.21,2021-11-30
1060,305777,518568,305877,518468,1.02,0.51,0.51,0.07,0.35,0.5,0.1,2021-11-30
1061,305777,518468,305877,518368,66.33661295,31.21160045,35.12501251,5.007580346,23.92885801,31.26987728,6.130297305,2021-11-30
1062,305777,518368,305877,518268,254.9796721,119.8111476,135.1685246,19.30218579,92.03475408,120.1378142,23.50491803,2021-11-30
1155,305877,522868,305977,522768,5.135833333,2.52875,2.607083333,0.0996875,1.709270833,2.819583333,0.507291667,2021-11-30
1156,305877,522768,305977,522668,9.448507752,5.456690199,3.991817553,0.161680856,3.402127976,5.159350775,0.725348145,2021-11-30
1157,305877,522668,305977,522568,4.22,2.14,2.08,0.3,1.75,1.76,0.41,2021-11-30
1158,305877,522568,305977,522468,1,0.52,0.48,0.07,0.41,0.42,0.1,2021-11-30
1160,305877,522368,305977,522268,2.071,1.038,1.033,0.067,0.859,1.012,0.133,2021-11-30
1166,305877,521768,305977,521668,605.360929,311.8374044,293.5235246,56.23226776,196.4817486,299.8839071,52.76300547,2021-11-30
1167,305877,521668,305977,521568,648.6356012,334.1837158,314.4518853,60.1675683,210.6442077,321.4696175,56.35420765,2021-11-30
1168,305877,521568,305977,521468,125.2562568,62.77412568,62.48213116,12.19221312,39.34934426,62.50308743,11.21161202,2021-11-30
